X,Y,NOMBRE,CALLE,ALTURA,REPRES_TEC,TELEFONO,MAIL,NOM_GEO,COMUNAS,BARRIOS,SUMI_ELECT,POBLAC,GRUP_ELECT,SUMINISTR,ID
-58.4116024234783,-34.6264157771499,CARPE DIEM,COCHABAMBA,3279/85,RASTELLI NESTOR,154-4789-660,rastellin@yahoo.com.ar,3279/85 COCHABAMBA,Comuna 3,San Cristobal,Edesur,,,,"209"
-58.389004887285,-34.6238747408204,COCHABAMBA,COCHABAMBA,"1641",LIZASO ESTEBAN,"155-057-4121;4302-3345",hg_argentina@yahoo.com.ar,1641 COCHABAMBA,Comuna 1,Constitución,Edesur,S/D,NO,,"210"
-58.4188249613453,-34.6139284845703,GER. NTRA SE¥ORA DE LOURDES,COLOMBRES,"161",MINOTTI CARLOS AGUSTÖN,15-4409-0341,carlosminotti@yahoo.com.ar,161 COLOMBRES,Comuna 5,Almagro,Edesur,S/D,NO,,"211"
-58.4189083179074,-34.6136821655027,HOGAR DE ANCIANOS PRIAMO,COLOMBRES,"147",DIAZ CORIA BERNABE GUIDO,"1560934814",info@safetyargentina.com,147 COLOMBRES,Comuna 5,Almagro,Edesur,"16",NO,,"212"
-58.4430313138898,-34.6128117034656,COLPAYO,COLPAYO,"657",ADRIANA MU¥IZ,"1561554283",aimuniz@hot.mail.com,657 COLPAYO,Comuna 6,Caballito,Edesur,,,,"213"
-58.4422683793291,-34.6147117593792,PABLO ROSSETTI,COLPAYO,"483",GOMEZ DANIEL ALBERTO,"156-553-612; 154-071-6629",gomez_daniel28@yahoo.com.ar,483 COLPAYO,Comuna 6,Caballito,Edesur,"21",NO,,"214"
-58.5011234359039,-34.5836342558796,HOGAR GER. SAN CAYETANO,CONDARCO,"4848",GOMEZ NESTOR OMAR,155-429-2235,ngomez@agea.com.ar,4848 CONDARCO,Comuna 12,Villa Pueyrredón,Edenor,,,,"215"
-58.4877461490588,-34.5999977842604,HOSTAL C.A.I.P. VILLA DEL PARQUE S.R.L.,CONDARCO,"3038",KOFFMAN OSVALDO EUGENIO,,okoffman@garben.com.ar,3038 CONDARCO,Comuna 11,Vlla Del Parque,Edesur,,,CAMBIO DE REPRESENTANTE TÉCNICO,"216"
-58.3951497743742,-34.6255742795246,RES. GER. SANTA BARBARA,CONSTITUCION,"2150",VACA VILLARROEL MAURO,15-5041-0924,vacavi@uolsinectis.com.ar,2150 CONSTITUCION,Comuna 3,San Cristobal,Edesur,,,,"217"
-58.4630376075063,-34.6141094654045,OASIS,CNEL APOLINARIO FIGUEROA,"1947",CARNEVALE MABEL,5252-0909 / / 1552474239,arquitecta.mc@gmail.com,"1947 FIGUEROA, D. APOLINARIO, CORONEL",Comuna 11,Villa Gral. Mitre,Edesur,,,,"218"
-58.4584178997767,-34.6312004451899,JORGE SANCHEZ RAMUNDO,CNEL ESTEBAN BONORINO,"275",CARNEVALE MABEL,5252-0909 / / 1552474239,arquitecta.mc@gmail.com,"275 BONORINO, ESTEBAN, Cnel. AV.",Comuna 7,Flores,Edesur,,,,"219"
-58.4337999272272,-34.590651744693,ASOC. CIVIL ARMENIA DE BENEFICENCIA,CNEL NICETO VEGA,"5036",CERIMEDO CARLOS ALFREDO,15-62749504,ingcerimedoutnfrba@yahoo.com.ar,"5036 VEGA, NICETO, Cnel.",Comuna 14,Palermo,Edenor,,,,"220"
-58.4719589300979,-34.6329837934497,SAN JOSE Y MARIA,CNEL RAMON L. FALCON,"3120",ADRIANA MU¥IZ,"1561554283",aimuniz@hot.mail.com,"3120 FALCON, RAMON L.,CNEL.",Comuna 7,Flores,Edesur,,,,"221"
-58.4471513113828,-34.6239156473179,SANTA JULIA,CNEL RAMON L. FALCON,"1315",LIZASO ESTEBAN,"155-057-4121;4302-3345",hg_argentina@yahoo.com.ar,"1315 FALCON, RAMON L.,CNEL.",Comuna 6,Caballito,Edesur,S/D,NO,,"222"
-58.4832938982023,-34.6356271733983,MARIA DEL CARMEN GONZALEZ,CNEL RAMON L. FALCON,4032/36,LEIVA DAMIµN MARCELO,15-5039-3308,damianmarceloleiva@yahoo.com.ar,"4032/36 FALCON, RAMON L.,CNEL.",Comuna 10,Velez Sarsfield,Edesur,,,,"223"
-58.4684738978059,-34.6319425540588,GER. HEGLOS SRL VIDA PLENA,CNEL RAMON L. FALCON,"2859",MINOTTI CARLOS AGUSTÖN,4523-4889,carlosminotti@yahoo.com.ar,"2859 FALCON, RAMON L.,CNEL.",Comuna 7,Flores,Edesur,S/D,NO,,"224"
-58.4467289196569,-34.5738036618531,MEDICAL VIEW SRL,CRAMER,"668",MINOTTI CARLOS AGUSTÖN,4523-4889,carlosminotti@yahoo.com.ar,668 CRAMER,Comuna 13,Colegiales,Edenor,S/D,SI,ESTABLECIMIENTO COMPLETO,"225"
-58.4573185931886,-34.5699462503111,HOGAR SCHONBRUNN S.R.L.,CRAMER,"1674",RASTELLI NESTOR,154-4789-660,rastellin@yahoo.com.ar,1674 CRAMER,Comuna 13,Colegiales,Edenor,,,,"226"
-58.4698746470126,-34.5550081261222,MFM CRAMER S.R.L.,CRAMER,"3216",LEDESMA GERARDO ARIEL,"1563975514",gledesma4@gmail.com,3216 CRAMER,Comuna 13,Nuñez,Edenor,"43",SI,TODO EL ESTABLECIMIENTO INCLUIDO EL ASCENSOR,"227"
-58.4704088817491,-34.5501391614044,GER. SAAVEDRA S.A.,CRISOLOGO LARRALDE,"2625",MINOTTI CARLOS AGUSTÖN,4523-4889,carlosminotti@yahoo.com.ar,"2625 LARRALDE, CRISOLOGO",Comuna 12,Saavedra,Edenor,S/D,SI,CUBRE LAS NECESIDADES BASICAS DEL ESTABLECIMIENTO,"228"
-58.4533428830736,-34.6055245355745,GER. AMANECER,CUCHA CUCHA,"1483",LIZASO ESTEBAN,"155-057-4121;4302-3345",hg_argentina@yahoo.com.ar,1483 CUCHA CUCHA,Comuna 15,Villa Crespo,Edesur,S/D,NO,,"229"
-58.4494171132477,-34.610458908702,RUBEN RAMIRO PASCUAL MERAYO,CUCHA CUCHA,1026/28,MINOTTI CARLOS AGUSTÖN,4523-4889,carlosminotti@yahoo.com.ar,1026/28 CUCHA CUCHA,Comuna 6,Caballito,Edesur,,,,"230"
-58.4808070555011,-34.619066926025,BARISOL SRL,CUENCA,"1242",ADRIANA MU¥IZ,"1561554283",aimuniz@hot.mail.com,1242 CUENCA,Comuna 11,Villa Santa Rita,Edesur,,,,"231"
-58.510964952945,-34.5834882187595,EL RINCàN DE LOS ABUELOS,CUENCA,"5366",AIROLI ALEJANDRO,"155-410-5368; 155-014-2404",segecocity@aol.com,5366 CUENCA,Comuna 12,Villa Pueyrredón,Edenor,,,,"232"
-58.491968772573,-34.5751779033786,GER. MARIA CONTE MUR,CULLEN,5478/80,LIZASO ESTEBAN,"155-057-4121;4302-3345",hg_argentina@yahoo.com.ar,5478/80 CULLEN,Comuna 12,Villa Urquiza,Edenor,S/D,NO,,"233"
-58.4966012057519,-34.5776065845533,RES. GER. HOSTAL CULLEN,CULLEN,5849/51,MINOTTI CARLOS AGUSTÖN,4523-4889,carlosminotti@yahoo.com.ar,5849/51 CULLEN,Comuna 12,Villa Urquiza,Edenor,S/D,NO,,"234"
-58.4524357430917,-34.6289440610373,GER. CURAPALIGE SRL,CURAPALIGUE,339/347,ADRIANA MU¥IZ,"1561554283",aimuniz@hot.mail.com,339/347 CURAPALIGUE,Comuna 7,Flores,Edesur,,,,"235"
-58.4905458544449,-34.6439205744477,SANTA ANA,DAMASO LARRA¥AGA,"640",LEIVA DAMIµN MARCELO,15-5039-3308,damianmarceloleiva@yahoo.com.ar,"640 LARRA¥AGA, DAMASO",Comuna 9,Parque Avellaneda,Edesur,,,,"236"
-58.4430392221968,-34.5923306551587,DR ALBERT SCHWEITZER,DARWIN,"860",PICK PATRICIA,"154-400-0847;4702-6493",patriciapick@fibertel.com.ar,860 DARWIN,Comuna 15,Villa Crespo,Edesur - Edenor,,,,"237"
-58.4052946408754,-34.6296141547771,RES. GER.,DEAN FUNES,"1632",MINOTTI CARLOS AGUSTÖN,4523-4889,carlosminotti@yahoo.com.ar,1632 DEAN FUNES,Comuna 4,Parque Patricios,Edesur,,,,"238"
-58.4061501714101,-34.6211714399725,GRANNY S HOUSE SRL,DEAN FUNES,"950",BARRAGAN JUAN CARLOS,,info@hsl-asociados.com.ar,950 DEAN FUNES,Comuna 3,San Cristobal,Edesur,,,,"239"
-58.3727567547977,-34.6278890095792,RES. GER. LA PLAZA,DOCTOR PROFESOR ENRIQUE FINOCHIETTO,"529",ADRIANA MU¥IZ,"1561554283",aimuniz@hot.mail.com,529 FINOCHIETTO ENRIQUE DR.,Comuna 4,Barracas,Edesur,,,,"240"
-58.4146209435695,-34.6117472872606,EL JARDIN DE DON BOSCO,DON BOSCO,"3448",MARASCO JOSE ENRIQUE,4629-2905,jemarasco@hotmail.com,3448 DON BOSCO,Comuna 5,Almagro,Edesur,"29",NO,,"241"
-58.471428690643,-34.577190892627,GER. OTRO ESTILO,DONADO,"1660",MINOTTI CARLOS AGUSTÖN,4523-4889,carlosminotti@yahoo.com.ar,1660 DONADO,Comuna 15,Villa Ortuzar,Edenor,S/D,NO,,"242"
-58.4357225308162,-34.6143296764934,ESTABLEC GER. LA LUISA SA,DR. ELEODORO LOBOS,"270",CARBALLO WALTER HUGO,"156-507-1188; 4572-7468",parthenosonsultores@gmail.com,"270 LOBOS, ELEODORO, Dr.",Comuna 6,Caballito,Edesur,,,,"243"
-58.4346159172112,-34.6150072328261,GER. NEUQUEN,DR. GREGORIO ARAOZ ALFARO,"258",ADRIANA MU¥IZ,"1561554283",aimuniz@hot.mail.com,"258 ARAOZ ALFARO, GREGORIO, DR",Comuna 6,Caballito,Edesur,,,,"244"
-58.4571981360983,-34.6202524994928,PARA MAYORES PARQUE ROSAL,DR. JUAN F. ARANGUREN,"1832",BRAVO GUSTAVO RAUL,4542-6811/15-3353-4880,"info@technologyprevingea.com.ar; previngea@gmail.com","1832 ARANGUREN, JUAN F., Dr.",Comuna 7,Flores,Edesur,,,,"245"
-58.4427522285939,-34.6146954404253,MI ANGEL,DR. JUAN F. ARANGUREN,"728",,,,"728 ARANGUREN, JUAN F., Dr.",Comuna 6,Caballito,Edesur,,,,"246"
-58.4576988604305,-34.6060980449471,KARMA LUZ SRL,DR. LUIS BELAUSTEGUI,1223/13/15,MU¥OZ JUAN RAMON,155-1334-849,juanmunoz50@hotmail.com,"1223/13/15 BELAUSTEGUI, LUIS, Dr.",Comuna 6,Caballito,Edesur,,,CAMBIO DE REPRESENTANTE TÉCNICO,"247"
-58.4799726047666,-34.5677176548401,SAN ANTONIO,DR. P. IGNACIO RIVERA,"4318",CERVERA ROBERTO HUGO,4545-7331,r_cervera@yahoo.com,"4318 RIVERA, PEDRO I., Dr.",Comuna 12,Villa Urquiza,Edenor,"44",NO,,"248"
-58.4694218898248,-34.561527780945,QUO VADIS DE NORBERTO CARUSO,DR. P. IGNACIO RIVERA,"3238",ROMERO NESTOR DANIEL,"1559619164",nestoromero5@yahoo.com.ar,"3238 RIVERA, PEDRO I., Dr.",Comuna 12,Coghlan,Edenor,,,,"249"
-58.4976508905814,-34.577096585093,LOS DIAMANTES II,DR. P. IGNACIO RIVERA,"5873",ROCCHI JOSE  R.,"155-713-7367;4301-0348",jrocchi@sion.com,"5873 RIVERA, PEDRO I., Dr.",Comuna 12,Villa Urquiza,Edenor,,,CAMBIO DE REPRESENTANTE TÉCNICO,"250"
-58.4661969960814,-34.5597247561313,GER. SAN JORGE DE SERGIO MILLER,DR. P. IGNACIO RIVERA,"2940",ROMAGNOLI,"4301-6695;155-248-7652",gustavojromagnoli@speedy.com.ar,"2940 RIVERA, PEDRO I., Dr.",Comuna 13,Belgrano,Edenor,,,,"251"
-58.493722206461,-34.5749494866748,RES. GER. LA FUENTE AZUL,DR. P. IGNACIO RIVERA,"5577",LIZASO ESTEBAN,"155-057-4121;4302-3345",hg_argentina@yahoo.com.ar,"5577 RIVERA, PEDRO I., Dr.",Comuna 12,Villa Urquiza,Edenor,S/D,NO,,"252"
-58.4939574458743,-34.5751865662322,STA MARIA DE MARIA ELENA AGUADERO,DR. P. IGNACIO RIVERA,"5602",LIZASO ESTEBAN,"155-057-4121;4302-3345",hg_argentina@yahoo.com.ar,"5602 RIVERA, PEDRO I., Dr.",Comuna 12,Villa Urquiza,Edenor,S/D,NO,,"253"
-58.4863814756857,-34.570921471195,GER. OSCAR DECAL,DR. P. IGNACIO RIVERA,4921/27,,,,"4921/27 RIVERA, PEDRO I., Dr.",Comuna 12,Villa Urquiza,Edenor,,,,"254"
-58.4769475545312,-34.5657731199951,INST. COGHLAN S.R.L,DR. P. IGNACIO RIVERA,"3975",PFEFFERMAN RUBEN JULIO,,rup@telecentro.com.ar,"3975 RIVERA, PEDRO I., Dr.",Comuna 12,Coghlan,Edenor,,,,"255"
-58.4800353137385,-34.6617424346801,SONIA  ESTER ROA,ECHEANDIA,"4987",CARNEVALE MABEL,5252-0909 / / 1552474239,arquitecta.mc@gmail.com,4987 ECHEANDIA,Comuna 8,Villa Lugano,Edesur,,,,"256"
-58.4660697414915,-34.5690522579476,GER. SAN MARCOS,ECHEVERRIA,"3434",LIZASO ESTEBAN,"155-057-4121;4302-3345",hg_argentina@yahoo.com.ar,3434 ECHEVERRIA,Comuna 13,Belgrano,Edenor,S/D,NO,,"257"
-58.4308904671247,-34.6145290549851,GER. CASA GRANDE S.R.L.,EDUARDO ACEVEDO,"92",PADILLA JAVIER SANTIAGO,4961-9056,gestion@capacitarweb.com.ar,"92 ACEVEDO, EDUARDO",Comuna 6,Caballito,Edesur,,,,"258"
-58.4349699988469,-34.6391064709197,GER. DE OMAR EZEQUIEL BONINO,EL ARTESANO,"1251",FEBRERO LUCIANO,15-6471-4621 -  39681325,lucianofebrero@gmail.com,1251 EL ARTESANO,Comuna 7,Parque Chacabuco,Edesur,,,,"259"
-58.5125359253405,-34.5907727497276,GER. SAN MARINO,EMILIO LAMARCA,4841/57,ADRIANA MU¥IZ,"1561554283",aimuniz@hot.mail.com,"4841/57 LAMARCA, EMILIO",Comuna 11,Villa Devoto,Edenor,,,,"260"
-58.4434667051403,-34.6243214298103,NIVEL DE GERIHOGARES,EMILIO MITRE,"223",LIZASO ESTEBAN,"155-057-4121;4302-3345",hg_argentina@yahoo.com.ar,"223 MITRE, EMILIO",Comuna 6,Caballito,Edesur,S/D,NO,,"261"
-58.4602578935004,-34.6024926928501,MASOGO,ESPINOSA,2047/51,ADRIANA MU¥IZ,"1561554283",aimuniz@hot.mail.com,2047/51 ESPINOSA,Comuna 15,Paternal,Edesur - Edenor,,,,"262"
-58.4629610145624,-34.6020143435669,GER. GERUSIA,ESPINOSA,"2230",COEN VERONICA,"155-119-9964;4554-3855",verocoen@yahoo.com.ar,2230 ESPINOSA,Comuna 15,Paternal,Edesur,,,,"263"
-58.4672154831448,-34.6010133723597,RES. GER. LA AMISTAD,ESPINOSA,"2515",LIZASO ESTEBAN,"155-057-4121;4302-3345",hg_argentina@yahoo.com.ar,2515 ESPINOSA,Comuna 15,Paternal,Edesur,S/D,NO,,"264"
-58.4556451006682,-34.6062944602911,LA TRINIDAD,ESPINOSA,"1520",GOMEZ DANIEL ALBERTO,"156-553-612; 154-071-6629",gomez_daniel28@yahoo.com.ar,1520 ESPINOSA,Comuna 6,Caballito,Edesur,"26",NO,,"265"
-58.4190698714275,-34.6517447528368,RES. GER. RINCON DEL SOL DE ELBA DIANA CASCA,ESQUIU,1120/22,LIZASO ESTEBAN,"155-057-4121;4302-3345",hg_argentina@yahoo.com.ar,1120/22 ESQUIU,Comuna 4,Nueva Pompeya,Edesur,S/D,NO,,"266"
-58.3863629107706,-34.6186721051649,ESTABLECIMIENTO RES. PARA PERSONAS MAYORES,ESTADOS UNIDOS,"1431",PICK PATRICIA,"154-400-0847;4702-6493",patriciapick@fibertel.com.ar,1431 ESTADOS UNIDOS,Comuna 1,Constitución,Edesur,,,,"267"
-58.3900302095445,-34.6189172105061,CLINICA GER. ESPIRITU SANTO S.A.,ESTADOS UNIDOS,"1683",MINOTTI CARLOS AGUSTÖN,4383-6368,carlosminotti@yahoo.com.ar,1683 ESTADOS UNIDOS,Comuna 1,Constitución,Edesur,S/D,NO,,"268"
-58.4863522274853,-34.5515933128175,MONICA BEATRIZ GURRIERI,ESTOMBA,"4225",MINOTTI CARLOS AGUSTÖN,4523-4889,carlosminotti@yahoo.com.ar,4225 ESTOMBA,Comuna 12,Saavedra,Edenor,S/D,NO,,"269"
-58.4737734070672,-34.5677201804684,SAN BENITO,ESTOMBA,"2421",MINOTTI CARLOS AGUSTÖN,4523-4889,carlosminotti@yahoo.com.ar,2421 ESTOMBA,Comuna 12,Villa Urquiza,Edenor,S/D,NO,,"270"
-58.4291790359313,-34.6308536792826,INST. GER. TIEMPO,ESTRADA,"231",CADEL ANDREA VIVIANA,4780-5554,acadel@hiseca.com.ar,231 ESTRADA,Comuna 7,Parque Chacabuco,Edesur,,,,"271"
-58.470904135288,-34.6225801456271,RES. PARA MAYORES SM CIMOLAI EVA,FELIPE VALLESE,"2748",CERVERA ROBERTO HUGO,4545-7331,r_cervera@yahoo.com,"2748 VALLESE, FELIPE",Comuna 7,Flores,Edesur,,BAJA,CAMBIO DE REPRESENTANTE TÉCNICO,"272"
-58.4671516246798,-34.6213116486097,DAMONTE EDGARDO - RES. SAN ALBERTO S.A.,FELIPE VALLESE,"2457",SOUTO EDUARDO,154-141-4077,eduardosouto@speedy.com.ar,"2457 VALLESE, FELIPE",Comuna 7,Flores,Edesur,,,CAMBIO DE REPRESENTANTE TÉCNICO,"273"
-58.4654063155513,-34.6207238216546,SERVIPREF S.R.L.,FELIPE VALLESE,"2337",BADALUCCO MARIANO,,consultoraprevention@gmail.com,"2337 VALLESE, FELIPE",Comuna 7,Flores,Edesur,S/D,NO,,"274"
-58.445033915765,-34.613021159985,PATRICIA MELO,FELIPE VALLESE,820/22,MINOTTI CARLOS AGUSTÖN,4523-4889,carlosminotti@yahoo.com.ar,"820/22 VALLESE, FELIPE",Comuna 6,Caballito,Edesur,S/D,NO,,"275"
-58.4611315788593,-34.6190860070476,LA CASA DE MATIAS,FELIPE VALLESE,1960/62,CERVERA ROBERTO HUGO,4545-7331,r_cervera@yahoo.com,"1960/62 VALLESE, FELIPE",Comuna 7,Flores,Edesur,,BAJA,CAMBIO DE REPRESENTANTE TÉCNICO,"276"
-58.5130154292697,-34.604103456956,GER.S PRIVADOS DON BOSCOS.R.L,FERNANDEZ DE ENCISO,"3715",DIAZ CORIA BERNABE GUIDO,"1560934814",info@safetyargentina.com,3715 FERNANDEZ DE ENCISO,Comuna 11,Villa Devoto,Edesur,"34",NO,,"277"
-58.41805547568,-34.6508199279057,NUEVA POMPEYA,FOURNIER,"3014",LIZASO ESTEBAN,"155-057-4121;4302-3345",hg_argentina@yahoo.com.ar,3014 FOURNIER,Comuna 4,Nueva Pompeya,Edesur,S/D,NO,,"278"
-58.4222205489724,-34.6002282687966,GER. DE MARIA ELENA RODRIGUEZ,F. ACU¥A DE FIGUEROA,"926",CALBO PABLO DANIEL,4782-3356     155-503-7304,ingpablocalbo@yahoo.com.ar,"926 ACU¥A DE FIGUEROA, FRANCISCO",Comuna 5,Almagro,Edesur,,,,"279"
-58.5233122497306,-34.6196196963041,MAGLIONI ROSA LIA,FRANCISCO BAUZA,"2372",MAGGIO FABIAN ALEJANDRO,155-0294-566,fmaggio@speedy.com.ar,"2372 BAUZA, FRANCISCO",Comuna 10,Villa Real,Edesur,,,,"280"
-58.4706848123879,-34.6421164387241,GER. HOGARES CANADAS SRL,FRANCISCO BILBAO,"3533",ADRIANA MU¥IZ,"1561554283",aimuniz@hot.mail.com,"3533 BILBAO, FRANCISCO",Comuna 9,Parque Avellaneda,Edesur,,,,"281"
-58.4522665039108,-34.631976457282,EN CASA II,FRANCISCO BILBAO,"1753",BADALUCCO MARIANO,,consultoraprevention@gmail.com,"1753 BILBAO, FRANCISCO",Comuna 7,Parque Chacabuco,Edesur,S/D,NO,,"282"
-58.4563163936775,-34.6333575720634,SAN BRUNO,FRANCISCO BILBAO,2124/26,LATAPIE LILIANA BEATRIZ,"155-414-8082;4303-1804 int.6",lblatapie@yahoo.com.ar,"2124/26 BILBAO, FRANCISCO",Comuna 7,Flores,Edesur,,,,"283"
-58.5135795380653,-34.585773171782,GER. JARDIN DELSOL DE MARIANO QUIROGA,FRANCO,3429/31,FRANCO MARCELO DANIEL,153-8763313,m-dfranco@hotmail.com,3429/31 FRANCO,Comuna 11,Villa Devoto,Edenor,,,,"284"
-58.464080099632,-34.625676050223,RES. ANGELES,FRAY CAYETANO RODRIGUEZ,"368",FERREYRO JUAN JOSE,15-5304-3593 - 15-4046-3043,juan_barragan@fibertel.com.ar,368 FRAY CAYETANO RODRIGUEZ,Comuna 7,Flores,Edesur,,,,"285"
-58.4643145016212,-34.6248624128154,QUERENCIA DE MARIANA PEDROCCO,FRAY CAYETANO RODRIGUEZ,"437",CERVERA ROBERTO HUGO,4545-7331,r_cervera@yahoo.com,437 FRAY CAYETANO RODRIGUEZ,Comuna 7,Flores,Edesur,"29",NO,,"286"
-58.4587396681533,-34.6252929005934,GER. BELTRAN,FRAY LUIS BELTRAN,"165",CUENCA GUILLERMO JUAN,4797-8032,guillermocuenca@gmail.com,165 FRAY LUIS BELTRAN,Comuna 7,Flores,Edesur,,,,"287"
-58.458357268379,-34.6262493856035,LA MEDALLA MILAGROSA,FRAY LUIS BELTRAN,82/84,CARUSO JUAN CARLOS,"1544939173",juanc.caruso@gmail.com,82/84 FRAY LUIS BELTRAN,Comuna 7,Flores,Edesur,"31",NO,,"288"
-58.4503953171405,-34.5763459731899,SANTA CECILIA,FREIRE RAMON CAPITAN GRAL,"834",KOFFMAN OSVALDO EUGENIO,,okoffman@garben.com.ar,"834 FREIRE, RAMON, CAP. GRAL.",Comuna 13,Colegiales,Edenor,,,CAMBIO DE REPRESENTANTE TÉCNICO,"289"
-58.4033335435194,-34.5885087351653,GERIFRENCH,FRENCH,"2826",LIZASO ESTEBAN,"155-057-4121;4302-3345",hg_argentina@yahoo.com.ar,2826 FRENCH,Comuna 2,Recoleta,Edesur - Edenor,S/D,NO,,"290"
-58.4009999483481,-34.5897579444844,PAWEN S.R.L.,FRENCH,"2613",MINOTTI CARLOS AGUSTÖN,4523-4889,carlosminotti@yahoo.com.ar,2613 FRENCH,Comuna 2,Recoleta,Edenor,S/D,NO,,"291"
-58.4729552017561,-34.6169889463033,TEJAS VERDES,GALICIA,2680/86,FAILLA RICARDO  HECTOR,15-57155581,higyseg@fibertel.com.ar,2680/86 GALICIA,Comuna 11,Villa Gral. Mitre,Edesur,"43",SI,CUBRE LAS NECESIDADES BASICAS DEL ESTABLECIMIENTO,"292"
-58.4125383792976,-34.601135829615,DEL VALLE,GALLO,"734",BADALUCCO MARIANO,,consultoraprevention@gmail.com,734 GALLO,Comuna 5,Almagro,Edesur,S/D,NO,,"293"
-58.4114937728096,-34.5959203805298,SANTA SOFIA,GALLO,1268/70,MINOTTI CARLOS AGUSTÖN,4523-4889,carlosminotti@yahoo.com.ar,1268/70 GALLO,Comuna 2,Recoleta,Edenor,S/D,NO,,"294"
-58.4870616595872,-34.5674250822409,GER. GALVAN (LAUBERGE S.A.),GALVAN,"3052",MINOTTI CARLOS AGUSTÖN,4523-4889,carlosminotti@yahoo.com.ar,3052 GALVAN,Comuna 12,Villa Urquiza,Edenor,S/D,SI,LUCES Y HELADERA,"295"
-58.4774606962132,-34.5815785324671,RES. GER. KFAR SABIM,GANDARA,"2465",OKS HORACIO NARCISO,155-012-0894,h_oks@hotmail.com,2465 GANDARA,Comuna 15,Parque Chas,Edenor,,,,"296"
-58.4239735817063,-34.6023455538419,RES. GER. SUIZA SA,GASCON,741/45,CASTRO mario gabriel,156-496-6758,castromariog@gmail.com,741/45 GASCON,Comuna 5,Almagro,Edesur,,,,"297"
-58.4602378253981,-34.6273926487695,GER. SAN GERMAN,GAVILAN,"52",CARNEVALE MABEL,5252-0909 / / 1552474239,arquitecta.mc@gmail.com,52 GAVILAN,Comuna 7,Flores,Edesur,,,,"298"
-58.4636407365348,-34.6205838952425,GER. GAVILAN,GAVILAN,"772",ROMAGNOLI,"4301-6695;155-248-7652",gustavojromagnoli@speedy.com.ar,772 GAVILAN,Comuna 7,Flores,Edesur,,,,"299"
-58.4615851097125,-34.6247618618746,RES. GER. LUZ CENTER,GAVILAN,"378",LEIVA DAMIµN MARCELO,15-5039-3308,damianmarceloleiva@yahoo.com.ar,378 GAVILAN,Comuna 7,Flores,Edesur,,,,"300"
-58.4789493626725,-34.5793113205813,HOGAR DE ANCIANOS DE S. MANGANARO,GRAL BENJAMIN VICTORIA,"5366",ROMERO HUGO ALBERTO,155-014-2402  155-410-5368      4585-4681,ecocity@fibertel.com.ar,"5366 VICTORICA, BENJAMIN, GENERAL, AV.",Comuna 15,Parque Chas,Edenor,,,CAMBIO DE REPRESENTANTE TÉCNICO,"301"
-58.5020682182464,-34.6658238919663,PARA ABUELOS MI REFUGIO SRL,GRAL EUGENIO GARZON,6870/6854,CARNEVALE MABEL,5252-0909 / / 1552474239,arquitecta.mc@gmail.com,6870/6854 GARZON EUGENIO GENERAL,Comuna 9,Mataderos,Edesur,,,,"302"
-58.3764731533708,-34.6371193298456,CELINA RENEE FABRYKANT,GRAL HORNOS,"902",MINOTTI CARLOS AGUSTÖN,4523-4889,carlosminotti@yahoo.com.ar,"902 HORNOS, Gral.",Comuna 4,Barracas,Edesur,S/D,NO,,"303"
-58.4087466243039,-34.6252697173676,DEL ESTE,GRAL URQUIZA,1236/38,,,,"1236/38 URQUIZA, Gral.",Comuna 3,San Cristobal,Edesur,,,,"304"
-58.4768139312117,-34.6308502475091,GER. EL OASIS,GRAL VENANCIO FLORES,"3439",CUENCA GUILLERMO JUAN,4797-8032,guillermocuenca@gmail.com,"3439 FLORES, VENANCIO, Gral.",Comuna 10,Floresta,Edesur,,,,"305"
-58.4416619635643,-34.6175262589845,GER. FERPANO S A,GIORDANO BRUNO,"845",GALLOTTO FERNANDO H.,"154-993-2814;4639-6375",fmgroup@telecentro.com.ar,"845 BRUNO, GIORDANO",Comuna 6,Caballito,Edesur,,,,"306"
-58.4193612479083,-34.5954846551234,GORRITI,GORRITI,3868/74,HERMITTE ENRIQUE L.,,enrique-hermitte@hotmail.com,3868/74 GORRITI,Comuna 14,Palermo,Edenor,S/D,NO,,"307"
-58.4904798640443,-34.6288321266225,GER. BUEN AYRE,GOYA,"713",MINOTTI CARLOS AGUSTÖN,4523-4889,carlosminotti@yahoo.com.ar,713 GOYA,Comuna 10,Velez Sarsfield,Edesur,S/D,NO,,"308"
-58.4862755681287,-34.6329888132141,GER. MIRAFLORES,GOYA,"160",MINOTTI CARLOS AGUSTÖN,"1569650448",carlosminotti@yahoo.com.ar,160 GOYA,Comuna 10,Velez Sarsfield,Edesur,S/D,NO,,"309"
-58.3737530408522,-34.6404846522098,SANTA LUCIA DE J. ANGEL WOLOSZYN,GRAL.G. ARAOZ DE LAMADRID,"1561",LEIVA DAMIµN MARCELO,15-5039-3308,damianmarceloleiva@yahoo.com.ar,"1561 ARAOZ DE LAMADRID, GREGORIO, GRAL.",Comuna 4,Barracas,Edesur,,,,"310"
-58.465588808423,-34.6257464299584,GER. ARTIGAS REYLE SRL,GRAL. JOSE G. DE ARTIGAS,397/395,MINOTTI CARLOS AGUSTÖN,4523-4889,carlosminotti@yahoo.com.ar,"397/395 ARTIGAS, JOSE GERVASIO, GRAL.",Comuna 7,Flores,Edesur,S/D,NO,,"311"
