"","CODIGO","GLN","NOMBRE","CODIGO_TIPOLOGIA","TIPOLOGIA","CODIGO_CATEGORIA_TIPOLOGIA","CATEGORIA_TIPOLOGIA","CODIGO_DEPENDENCIA","DEPENDENCIA","ORIGEN_FINANCIAMIENTO","CODIGO_PROVINCIA","PROVINCIA","CODIGO_DEPARTAMENTO","DEPARTAMENTO","CODIGO_LOCALIDAD","LOCALIDAD","CP","DOMICILIO","TE1","TE2","TE3","TE4","LATITUD","LONGITUD","ESTADO_GEO"
"602",52020012315606,NA,"CENTRO INTEGRAL DE NEFROLOGIA DAOMI","ESSIT","Establecimiento de salud sin internación de tratamiento","ESSIT","Otros",23,"Privado","Privado",2,"CABA",5,"COMUNA 5",2005010001,"ALMAGRO","1190","Lavalle 4092 1º y 2º Piso","(011) 4862-8411","(011) 4865-0732","","",-34.5979599984768,-58.4228897094727,"-seleccione-"
"603",50020012315769,NA,"CENTRO MEDICO WARNES","ESSIDT","Establecimiento de salud sin internación de diagnóstico y tratamiento","ESSDIT","Con atención médica diaria y con especialidades y/o otras profesiones",23,"Privado","Privado",2,"CABA",15,"COMUNA 15",2015010005,"VILLA CRESPO","1414","warnes 299","011-4854-2766/2747","","","",-34.6027642020917,-58.4413003921509,"-seleccione-"
"604",50020012315775,NA,"CENTRO MEDICO ARGENTINO PSICONEUROINMUNOENDOCRINOLOGIA (AMULEN - NEUROCIENCIAS)","ESSIDT","Establecimiento de salud sin internación de diagnóstico y tratamiento","ESSIDT","Con atención médica general por lo menos 3 días de la semana",23,"Privado","Privado",2,"CABA",7,"COMUNA 7",2007010001,"FLORES","C1406BHF","Boyaca 326","(011) 4633-2526","(011) 4633-8773","","",-34.6228611283783,-58.4591960906982,"-seleccione-"
"605",50020012315945,NA,"CENTRO OFTALMOLOGICO METROPOLITANO","ESSIDT","Establecimiento de salud sin internación de diagnóstico y tratamiento","ESSDIT","Con guardia permanente",23,"Privado","Privado",2,"CABA",11,"COMUNA 11",2011010001,"VILLA DEL PARQUE","C1417CVQ","Av. Nazca 3312","(011) 4503-7046","(011) 4504-6995","","",-34.5982072804464,-58.492283821106,"-seleccione-"
"606",50020012315947,NA,"CENTRO OFTALMOLOGICO DEVOTO","ESSIDT","Establecimiento de salud sin internación de diagnóstico y tratamiento","ESSDIT","Con guardia permanente",23,"Privado","Privado",2,"CABA",11,"COMUNA 11",2011010002,"VILLA DEVOTO","C1419CHE","Avenida Lope de Vega 3541","(011) 4639-5860","","","",-34.6118419751304,-58.5279893875122,"-seleccione-"
"607",50020012315961,NA,"CENTRO MEDICO POLICLINICA IOSE GENERAL DON OMAR CARLOS ACTIS","ESSIDT","Establecimiento de salud sin internación de diagnóstico y tratamiento","ESSDIT","Con atención médica diaria y con especialidades y/o otras profesiones",23,"Privado","Privado",2,"CABA",5,"COMUNA 5",2005010001,"ALMAGRO","C1205AAC","Rivadavia 4283","(011) 4981-2771 / 3265","","","",-34.6135549844015,-58.4254217147827,"-seleccione-"
"608",50020012315955,NA,"CENTRO MEDICO DE CIRUGIA PLASTICA DR. CARLOS JURI","ESSIDT","Establecimiento de salud sin internación de diagnóstico y tratamiento","ESSDIT","Con atención médica diaria y con especialidades y/o otras profesiones",23,"Privado","Privado",2,"CABA",14,"COMUNA 14",2014010001,"PALERMO","C1425BWN","Soler 3870","(011) 4824-0234","","","",-34.5924842805245,-58.4164524078369,"-seleccione-"
"609",50020012315830,NA,"CENTRO MEDICUS DE DIAGNOSTICO","ESSIDT","Establecimiento de salud sin internación de diagnóstico y tratamiento","ESSDIT","Con guardia permanente",23,"Privado","Privado",2,"CABA",2,"COMUNA 2",2002010001,"RECOLETA","1115","Azcuénaga 910","(011) 4129-5130","","","",-34.5977480419168,-58.4005308151245,"-seleccione-"
"610",50020012316289,NA,"CENTRO MEDICO C.I.M.A.","ESSIDT","Establecimiento de salud sin internación de diagnóstico y tratamiento","ESSDIT","Con atención médica diaria y con especialidades y/o otras profesiones",23,"Privado","Privado",2,"CABA",2,"COMUNA 2",2002010001,"RECOLETA","1121","Paraguay 2342 4º A","(011) 4961-2288 / 8775","","","",-34.5978363572159,-58.4013891220093,"-seleccione-"
"611",52020012316423,NA,"CE.DE.TE. (TERAPIA RADIANTE)","ESSIT","Establecimiento de salud sin internación de tratamiento","ESSIT","Otros",23,"Privado","Privado",2,"CABA",3,"COMUNA 3",2003010001,"BALVANERA","1056","Viamonte 1861","12/11/10348","","","",-34.6007772030465,-58.3934390544891,"-seleccione-"
"612",50020012316426,NA,"CENTRO MEDICO DEL CIRCULO DE OFICIALES DE MAR - COM","ESSIDT","Establecimiento de salud sin internación de diagnóstico y tratamiento","ESSDIT","Con atención médica diaria y con especialidades y/o otras profesiones",23,"Privado","Privado",2,"CABA",3,"COMUNA 3",2003010001,"BALVANERA","C1044AAA","Sarmiento 1867","(011) 4371-7913","(011) 5252-1193 / 1194","(011) 5254-6100 / 6131 / 6132 / 6133","(011) 4373-0685",-34.6058020109485,-58.3931064605713,"-seleccione-"
"613",50020012316430,NA,"CENTRO MEDICO CONSTRUIR SALUD OSPECON","ESSIDT","Establecimiento de salud sin internación de diagnóstico y tratamiento","ESSDIT","Con atención médica diaria y con especialidades y/o otras profesiones",23,"Privado","Privado",2,"CABA",3,"COMUNA 3",2003010001,"BALVANERA","1094","Av. Belgrano 1870","04/11/7505","","","",-34.6138551988808,-58.3926129341126,"-seleccione-"
"614",52020012316438,NA,"FUNDACION CONVIVIR - EDUCACION SALUD Y CIUDADANIA","ESSIT","Establecimiento de salud sin internación de tratamiento","ESSIT","Otros",23,"Privado","Privado",2,"CABA",5,"COMUNA 5",2005010001,"ALMAGRO","C1172ABT","Gallo 950","(011) 4866-2422 / 1365","","","",-34.5990550987533,-58.4120750427246,"-seleccione-"
"615",50020012416600,NA,"CENTRO ASISTENCIAL BUENOS AIRES (GENDARMERIA NACIONAL)","ESSIDT","Establecimiento de salud sin internación de diagnóstico y tratamiento","ESSDIT","Con guardia permanente",24,"FFAA/Seguridad","Público",2,"CABA",1,"COMUNA 1",2001010004,"RETIRO","1104","Antártida Argentina 2258","(011) 4310-2734 / 2609","","","",-34.5823797503391,-58.3737087249756,"-seleccione-"
"616",51020012316514,NA,"GENDA S.A. - GENETICA Y BIOLOGIA MOLECULAR","ESSID","Establecimiento de salud sin internación de diagnóstico","ESSID","Otros",23,"Privado","Privado",2,"CABA",13,"COMUNA 13",2013010002,"COLEGIALES","C1426DZE","Virrey Arredondo 2429 4º piso","(011) 4780-4800","","","",-34.5674503553054,-58.4511923789978,"-seleccione-"
"617",51020012316516,NA,"DIMEBA - DIAGNOSTICO MEDICO BUENOS AIRES","ESSID","Establecimiento de salud sin internación de diagnóstico","ESSID","Diagnostico por Imágenes y Laboratorio Análisis clínicos",23,"Privado","Privado",2,"CABA",6,"COMUNA 6",2006010001,"CABALLITO","1406","G. Espinosa 26","(011) 4433-4430","","","",-34.6218899476984,-58.4460639953613,"-seleccione-"
"618",51020012316734,NA,"LABORATORIO DR. GERARDO CARLOS SARTORIO","ESSID","Establecimiento de salud sin internación de diagnóstico","ESSID","Laboratorio de Análisis Clínicos",23,"Privado","Privado",2,"CABA",1,"COMUNA 1",2001010004,"RETIRO","1011","Suipacha 1322 PB B","(011) 4327-2602","","","",-34.5923076384521,-58.3800601959229,"-seleccione-"
"619",53020012316948,NA,"INKA - ATENCION DOMICILIARIA","ESCL","Establecimiento de salud complementario","ESCL","Internación Domiciliaria",23,"Privado","Privado",2,"CABA",10,"COMUNA 10",2010010003,"VELEZ SARSFIELD","1407","Mariano Acosta 185","(011) 4674-6989","","","",-34.6354854428756,-58.4803104400635,"-seleccione-"
"620",50020012316285,NA,"CENTRO MEDICO CEMLA NORTE","ESSIDT","Establecimiento de salud sin internación de diagnóstico y tratamiento","ESSDIT","Con atención médica diaria y con especialidades y/o otras profesiones",23,"Privado","Privado",2,"CABA",12,"COMUNA 12",2012010003,"VILLA PUEYRREDON","1419","Baragaña 2324","(011) 4572-9997 / 8040","(011) 4574-5359","","",-34.5724860130316,-58.5055875778198,"-seleccione-"
"621",50020012316287,NA,"SISTEMAS MEDICOS OFTALMOLOGIA INTEGRAL","ESSIDT","Establecimiento de salud sin internación de diagnóstico y tratamiento","ESSDIT","Con atención médica diaria y con especialidades y/o otras profesiones",23,"Privado","Privado",2,"CABA",14,"COMUNA 14",2014010001,"PALERMO","1425","Raúl Scalabrini Ortiz 2329","12/29/1899","08/11/9444","","",-34.5864605739035,-58.4179759025574,"-seleccione-"
"622",51020012316496,NA,"OSSIMRA OBRA SOCIAL DE SUPERVISORES DE LA INDUSTRIA METALMECANICA DE LA REPUBLICA ARGENTINA","ESSID","Establecimiento de salud sin internación de diagnóstico","","",27,"Obra social","Privado",2,"CABA",1,"COMUNA 1",2000010000,"CIUDAD DE BUENOS AIRES","1407","Av. Directorio 4780","(011) 4682-5915","(011) 4683-0177 / 6266","","",-34.6493081875731,-58.4890651702881,""
"623",50020012316508,NA,"CONSULTORIOS ASOCIADOS DE ENDOCRINOLOGIA - DRA. LAURA MAFFEI","ESSIDT","Establecimiento de salud sin internación de diagnóstico y tratamiento","ESSDIT","Con atención médica diaria y con especialidades y/o otras profesiones",23,"Privado","Privado",2,"CABA",14,"COMUNA 14",2014010001,"PALERMO","C1425AGC","Cerviño 3365 Piso 1 Oficina 1 y 2","(011) 4804-6669 / 4806-8004","(011) 4800-1316","","",-34.5809038,-58.406917,"-seleccione-"
"624",50020012316041,NA,"CENTRO MEDICO FERTILAB","ESSIDT","Establecimiento de salud sin internación de diagnóstico y tratamiento","ESSDIT","Con atención médica diaria y con especialidades y/o otras profesiones",23,"Privado","Privado",2,"CABA",2,"COMUNA 2",2002010001,"RECOLETA","1116","Riobamba 1205 1º Piso Y 2º Piso","(011) 4811-7575","","","",-34.5946589,-58.3944586,"-seleccione-"
"625",50020012316053,NA,"CENTRO MEDICO GEDYT GASTROENTEROLOGIA DIAGNOSTICA Y TERAPEUTICA","ESSIDT","Establecimiento de salud sin internación de diagnóstico y tratamiento","ESSDIT","Con atención médica diaria y con especialidades y/o otras profesiones",23,"Privado","Privado",2,"CABA",2,"COMUNA 2",2002010001,"RECOLETA","C1115AAI","Azcuénaga 1275","(011) 5288-6100","","","",-34.5938267480005,-58.3993721008301,"-seleccione-"
"626",50020012316081,NA,"CENTRO MEDICO RODRIGUEZ PABLO LUIS Y CELA DO PAZO RODRIGO EUGENIO SH","ESSIDT","Establecimiento de salud sin internación de diagnóstico y tratamiento","ESSDIT","Con atención médica diaria y con especialidades y/o otras profesiones",23,"Privado","Privado",2,"CABA",7,"COMUNA 7",2007010001,"FLORES","1406","J. F. Aranguren 2778","(011) 4612-6771","","","",-34.624591567603,-58.4698820114136,"-seleccione-"
"627",50020012316083,NA,"CONSULTORIO MEDICO (AVENIDA CORRIENTES 2835 4º PISO)","ESSIDT","Establecimiento de salud sin internación de diagnóstico y tratamiento","ESSDIT","Con atención médica diaria y con especialidades y/o otras profesiones",23,"Privado","Privado",2,"CABA",3,"COMUNA 3",2003010001,"BALVANERA","1193","Avenida Corrientes 2835 4º piso","(011) 4961-8051","","","",-34.6045657068007,-58.406023979187,"-seleccione-"
"628",50020012315659,NA,"INSTITUTO FURMAN","ESSIDT","Establecimiento de salud sin internación de diagnóstico y tratamiento","ESSDIT","Con atención médica diaria y con especialidades y/o otras profesiones",23,"Privado","Privado",2,"CABA",14,"COMUNA 14",2014010001,"PALERMO","1425","Av. Scalabrini Ortiz 2033","(011) 4833-2222","(011) 4832-2055","","",-34.5882800973025,-58.4206581115723,"-seleccione-"
"629",50020012316321,NA,"CENTRO PEDIATRICO CABALLITO","ESSIDT","Establecimiento de salud sin internación de diagnóstico y tratamiento","ESSDIT","Con atención médica diaria y con especialidades y/o otras profesiones",23,"Privado","Privado",2,"CABA",7,"COMUNA 7",2007010002,"PARQUE CHACABUCO","1406","Av. Directorio 1658","(011) 4633-9790 / 9786","","","",-34.6306301646362,-58.4509563446045,"-seleccione-"
"630",52020012316901,NA,"PROYECTO SUMA - ASISTENCIA Y REHABILITACION EN SALUD MENTAL","ESSIT","Establecimiento de salud sin internación de tratamiento","ESSIT","Centro de salud mental",23,"Privado","Privado",2,"CABA",14,"COMUNA 14",2014010001,"PALERMO","C1425BKZ","Güemes 4130","(011) 4831-9946/4986","","","",-34.584959,-58.418863,"-seleccione-"
"631",50020012316087,NA,"PREGNA MEDICINA REPRODUCTIVA","ESSIDT","Establecimiento de salud sin internación de diagnóstico y tratamiento","ESSDIT","Con atención médica diaria y con especialidades y/o otras profesiones",23,"Privado","Privado",2,"CABA",14,"COMUNA 14",2014010001,"PALERMO","C1425BBG","Juncal 3490","(011) 4831-5900","","","",-34.5841411,-58.4124872,"-seleccione-"
"632",50020012316165,NA,"CENTRO MEDICO Y ODONTOLOGICO MEDIFE ASOCIACION CIVIL","ESSIDT","Establecimiento de salud sin internación de diagnóstico y tratamiento","ESSDIT","Con atención médica diaria y con especialidades y/o otras profesiones",23,"Privado","Privado",2,"CABA",7,"COMUNA 7",2007010001,"FLORES","1406","Av. Juan B. Alberdi 3180","(11) 4611-6469","(11) 4612-3882","","",-34.6343060777299,-58.4719226361631,"-seleccione-"
"633",50020012316363,NA,"CENTRO MEDICO BAZTERRICA (CONSULTORIOS EXTERNOS DE LA CLINICA BAZTERRICA)","ESSIDT","Establecimiento de salud sin internación de diagnóstico y tratamiento","ESSDIT","Con atención médica diaria y con especialidades y/o otras profesiones",23,"Privado","Privado",2,"CABA",1,"COMUNA 1",2001010005,"SAN NICOLAS","1037","Tte. General Perón 1731/1741","(011) 4375-0556","","","",-34.6067203964,-58.3912181854248,"-seleccione-"
"634",53020012316940,NA,"MEDIDOM - INTERNACION DOMICILIARIA","ESCL","Establecimiento de salud complementario","ESCL","Internación Domiciliaria",23,"Privado","Privado",2,"CABA",14,"COMUNA 14",2014010001,"PALERMO","1425","Güemes 4243 1ºC","(011) 4777-0122","","","",-34.5842523609233,-58.4200143814087,"-seleccione-"
"635",53020012316942,NA,"PEDIATRIC CARE - INTERNACION DOMICILIARIA","ESCL","Establecimiento de salud complementario","ESCL","Sistema de Atención extra hospitalaria",23,"Privado","Privado",2,"CABA",13,"COMUNA 13",2013010003,"NUÑEZ","1429","Iberá 2599 4º Dpto B","(011)4116-0370/56","","","",-34.5548156963549,-58.4667921066284,"-seleccione-"
"636",53020012316944,NA,"EFIMED - INTERNACION DOMICILIARIA","ESCL","Establecimiento de salud complementario","ESCL","Unidades de Atención Móviles",23,"Privado","Privado",2,"CABA",1,"COMUNA 1",2001010002,"MONSERRAT","1084","Av. de Mayo 819 14º B","(011) 4343-3285","(011) 4343-3381","","",-34.6089456728685,-58.3784294128418,"-seleccione-"
"637",53020012316952,NA,"APROMED - ASISTENCIA DOMICILIARIA","ESCL","Establecimiento de salud complementario","ESCL","Sistema de Atención extra hospitalaria",23,"Privado","Privado",2,"CABA",13,"COMUNA 13",2013010003,"NUÑEZ","1429","Cuba 2814 1º A","(011) 4702-3287","","","",-34.5538790648126,-58.4607303142548,"-seleccione-"
"638",53020012316962,NA,"GERENTCORP - INTERNACION DOMICILIARIA","ESCL","Establecimiento de salud complementario","ESCL","Internación Domiciliaria",23,"Privado","Privado",2,"CABA",5,"COMUNA 5",2005010001,"ALMAGRO","1175","Mario Bravo 979","(011) 4862-0404","","","",-34.5984192358344,-58.4158515930176,"-seleccione-"
"639",50020012315771,NA,"CENTRO MEDICO LINIERS S.A.","ESSIDT","Establecimiento de salud sin internación de diagnóstico y tratamiento","ESSDIT","Con atención médica diaria y con especialidades y/o otras profesiones",23,"Privado","Privado",2,"CABA",9,"COMUNA 9",2009010001,"LINIERS","1408","Fragueiro 314","(011) 4641-4031","","","",-34.6355737180313,-58.5231828689575,"-seleccione-"
"640",50020012316329,NA,"CENTRO MEDICO OSPIHMP","ESSIDT","Establecimiento de salud sin internación de diagnóstico y tratamiento","ESSDIT","Con atención médica diaria y con especialidades y/o otras profesiones",27,"Obra social","Privado",2,"CABA",5,"COMUNA 5",2005010002,"BOEDO","C1256ABG","Av. Juan de Garay 3705","(011) 4923-1784","","","",-34.6314423400611,-58.41628074646,"-seleccione-"
"641",51020012316548,NA,"LABORATORIO LACER S.R.L.","ESSID","Establecimiento de salud sin internación de diagnóstico","ESSID","Laboratorio de Análisis Clínicos",23,"Privado","Privado",2,"CABA",14,"COMUNA 14",2014010001,"PALERMO","1425","Vidt 2065 P.B. A","(011) 4826-7559","(011) 4826-5097","","",-34.5885097430551,-58.4131908416748,"-seleccione-"
"642",51020012316558,NA,"LABORATORIO DR. MENENDEZ","ESSID","Establecimiento de salud sin internación de diagnóstico","ESSID","Laboratorio de Análisis Clínicos",23,"Privado","Privado",2,"CABA",6,"COMUNA 6",2006010001,"CABALLITO","1424","San José de Calazans 202","(011) 4901-7806","","","",-34.6215544462767,-58.4381890296936,"-seleccione-"
"643",51020012316614,NA,"LABORATORIO DOMECQ Y LAFAGE (RECOLETA)","ESSID","Establecimiento de salud sin internación de diagnóstico","ESSID","Laboratorio de Análisis Clínicos",23,"Privado","Privado",2,"CABA",2,"COMUNA 2",2002010001,"RECOLETA","1018","Paraná 1395","(011) 4811-5566","","","",-34.5924427696982,-58.3889554739653,"-seleccione-"
"644",51020012316682,NA,"LABORATORIO AUTOR S.R.L.","ESSID","Establecimiento de salud sin internación de diagnóstico","ESSID","Laboratorio de Análisis Clínicos",23,"Privado","Privado",2,"CABA",11,"COMUNA 11",2011010001,"VILLA DEL PARQUE","1419","Avenida Franciso Beiro 3260 PB A","4501-9008","4502-4353","","",-34.597924672421,-58.4990215301514,"-seleccione-"
"645",51020012316616,NA,"LABORATORIO DE ANALISIS CLINICOS MARTA ANA RICHTMANN","ESSID","Establecimiento de salud sin internación de diagnóstico","ESSID","Laboratorio de Análisis Clínicos",23,"Privado","Privado",2,"CABA",4,"COMUNA 4",2004010002,"BOCA","1155","Avenida Almirante Brown 791 2º D","(011) 4362-9550","","","",-34.6318307689753,-58.3608341217041,"-seleccione-"
"646",51020012316618,NA,"CENTRO DE ANALISIS CLINICOS NEUROQUIMICA  DR. N.A. CHAMOLES","ESSID","Establecimiento de salud sin internación de diagnóstico","ESSID","Laboratorio de Análisis Clínicos",23,"Privado","Privado",2,"CABA",14,"COMUNA 14",2014010001,"PALERMO","1425","Uriarte 2383","10/11/6317","","","",-34.5819557571787,-58.4243488311768,"-seleccione-"
"647",50020012316620,NA,"CENTRO DE ATENCION AMBULATORIA BARRIO NORTE (HOSPITAL BRITANICO)","ESSIDT","Establecimiento de salud sin internación de diagnóstico y tratamiento","ESSDIT","Con atención médica diaria y con especialidades y/o otras profesiones",23,"Privado","Privado",2,"CABA",2,"COMUNA 2",2002010001,"RECOLETA","1060","Marcelo T. de Alvear 1573","(011) 4812-0040","","","",-34.6007507094047,-58.3889436721802,"-seleccione-"
"648",51020012316738,NA,"LABORATORIO BIO BELGRANO S.A.","ESSID","Establecimiento de salud sin internación de diagnóstico","ESSID","Laboratorio de Análisis Clínicos",23,"Privado","Privado",2,"CABA",13,"COMUNA 13",2013010001,"BELGRANO","1428","Mariscal Sucre 2639 PB","(011) 4784-0026","","","",-34.5653123171699,-58.4572649002075,"-seleccione-"
"649",51020012316740,NA,"LABORATORIO DE MEDICINA S.A. (OLAYA 1644)","ESSID","Establecimiento de salud sin internación de diagnóstico","ESSID","Laboratorio de Análisis Clínicos",23,"Privado","Privado",2,"CABA",15,"COMUNA 15",2015010005,"VILLA CRESPO","1414","Olaya 1644","(011) 4514-9370","(011) 4854-0567","","",-34.6021990160902,-58.4471368789673,""
"650",51020012316742,NA,"LABORATORIO FRENCH  S.A.","ESSID","Establecimiento de salud sin internación de diagnóstico","ESSID","Laboratorio de Análisis Clínicos",23,"Privado","Privado",2,"CABA",2,"COMUNA 2",2002010001,"RECOLETA","1425","FRENCH 2979","4805-2009","","","",-34.5875381605331,-58.4050154685974,"-seleccione-"
"651",50020012316764,NA,"CENTRO DE ESTUDIOS METABOLICOS Y ENDOCRINOLOGOS  DR. BRUNO","ESSIDT","Establecimiento de salud sin internación de diagnóstico y tratamiento","ESSDIT","Con atención médica diaria y con especialidades y/o otras profesiones",23,"Privado","Privado",2,"CABA",1,"COMUNA 1",2000010000,"CIUDAD DE BUENOS AIRES","1425","Laprida 1898 P.B. ""H""","(011) 4805-5289","","","",-34.5889513677186,-58.4013891220093,""
"652",50020012316025,NA,"CENTRO MEDICO DE YBK","ESSIDT","Establecimiento de salud sin internación de diagnóstico y tratamiento","ESSDIT","Con atención médica diaria y con especialidades y/o otras profesiones",23,"Privado","Privado",2,"CABA",1,"COMUNA 1",2001010002,"MONSERRAT","1092","Av. Belgrano 1133","(011) 4381-9295","(011) 4381-8239","","",-34.613290088371,-58.3824634552002,"-seleccione-"
"653",50020012316327,NA,"CENTRO MEDICO DR. DAVILA","ESSIDT","Establecimiento de salud sin internación de diagnóstico y tratamiento","ESSDIT","Con atención médica diaria y con especialidades y/o otras profesiones",23,"Privado","Privado",2,"CABA",5,"COMUNA 5",2005010001,"ALMAGRO","1182","Palestina 1030 (ex Rawson)","(011) 4866-4361/62","(011) 4866-3000","","",-34.5986311906816,-58.4249496459961,"-seleccione-"
"654",51020012316355,NA,"CENTRO MEDICO UNIVERSAL S.R.L.","ESSID","Establecimiento de salud sin internación de diagnóstico","ESSID","Otros",23,"Privado","Privado",2,"CABA",11,"COMUNA 11",2011010002,"VILLA DEVOTO","1417","Lope de Vega 2283","(011) 4566-1939/4663","","","",-34.6198945771834,-58.5172605514526,"-seleccione-"
"655",13020012316436,NA,"FUNDACION MANANTIALES - SEDE CENTRAL (A)","ESCIESM","Establecimiento de salud con internación especializada en salud mental","ESCIESM","Bajo riesgo con internación simple",23,"Privado","Privado",2,"CABA",3,"COMUNA 3",2003010001,"BALVANERA","C1080ABC","Av. Entre Ríos 831","(011) 4382-8500","","","",-34.6174930056912,-58.3916473388672,""
"656",53020012316936,NA,"EN CASA - INTERNACION DOMICILIARIA","ESCL","Establecimiento de salud complementario","ESCL","Internación Domiciliaria",23,"Privado","Privado",2,"CABA",13,"COMUNA 13",2013010001,"BELGRANO","C1428AEA","Cuba 1833 5º","( 011) 4784-7176","12/29/1899","","",-34.5632528573353,-58.4526007175009,"-seleccione-"
"657",50020012316242,NA,"HALITUS INSTITUTO MEDICO","ESSIDT","Establecimiento de salud sin internación de diagnóstico y tratamiento","ESSDIT","Con atención médica diaria y con especialidades y/o otras profesiones",23,"Privado","Privado",2,"CABA",2,"COMUNA 2",2002010001,"RECOLETA","C1122AAF","Marcelo T. de Alvear 2084","(011) 5273-2000","(011) 4963-4000","","",-34.597253474507,-58.3967542648315,"-seleccione-"
"658",51020012316702,NA,"LAPLACETTE ANALISIS CLINICOS","ESSID","Establecimiento de salud sin internación de diagnóstico","ESSID","Laboratorio de Análisis Clínicos",23,"Privado","Privado",2,"CABA",1,"COMUNA 1",2001010005,"SAN NICOLAS","1022","CALLAO 25 2º C","5199-4880/ 4881","","","",-34.6087690658038,-58.3920764923096,"-seleccione-"
"659",50020012316704,NA,"CEHTAC - CENTRO DE HEMATOLOGIA, TROMBOSIS Y ANALISIS CLINICOS","ESSIDT","Establecimiento de salud sin internación de diagnóstico y tratamiento","ESSDIT","Con atención médica diaria y con especialidades y/o otras profesiones",23,"Privado","Privado",2,"CABA",3,"COMUNA 3",2003010001,"BALVANERA","C1051ABB","Lavalle 1882 1° Piso","(011) 4373-4904","(011) 4373-3288","","",-34.6032234128856,-58.3931493759155,"-seleccione-"
"660",51020012316706,NA,"LABORATORIO DRA GALANTERNIK","ESSID","Establecimiento de salud sin internación de diagnóstico","ESSID","Laboratorio de Análisis Clínicos",23,"Privado","Privado",2,"CABA",2,"COMUNA 2",2002010001,"RECOLETA","1174","Billinghurst 1237 PB A","(011) 4963-4196","","","",-34.5952928390137,-58.4137487411499,"-seleccione-"
"661",50020012316708,NA,"CENTRO MEDICO ALBERTI","ESSIDT","Establecimiento de salud sin internación de diagnóstico y tratamiento","ESSDIT","Con atención médica diaria y con especialidades y/o otras profesiones",23,"Privado","Privado",2,"CABA",3,"COMUNA 3",2003010001,"BALVANERA","C1223AAC","Alberti 631","11/11/3663","","","",-34.6170427033001,-58.4010136127472,"-seleccione-"
"662",50020012316129,NA,"CENTRO MEDICO FANDOS","ESSIDT","Establecimiento de salud sin internación de diagnóstico y tratamiento","ESSDIT","Con atención médica diaria y con especialidades y/o otras profesiones",23,"Privado","Privado",2,"CABA",14,"COMUNA 14",2014010001,"PALERMO","1425","Scalabrini Ortiz 3355 PB departamentos A y B","(011) 4801-0717","(011) 4803-9176","","",-34.5787580724259,-58.4091997146606,"-seleccione-"
"663",51020012316205,NA,"CENTRO DE DIAGNOSTICO DE ALTA COMPLEJIDAD - MEDICAL IMAGE (GORRITI 4624)","ESSID","Establecimiento de salud sin internación de diagnóstico","ESSID","Diagnostico por Imágenes",23,"Privado","Privado",2,"CABA",14,"COMUNA 14",2014010001,"PALERMO","1414","Gorriti 4624","(011) 4832-5002/5099","(011) 4832-5017","(011) 4832-5073","(011) 4833-0795",-34.5923782953261,-58.4266662597656,"-seleccione-"
"664",50020012315846,NA,"CENTRO MEDICO HAIR RECOVERY ARGENTINA","ESSIDT","Establecimiento de salud sin internación de diagnóstico y tratamiento","ESSDIT","Con atención médica diaria y con especialidades y/o otras profesiones",23,"Privado","Privado",2,"CABA",1,"COMUNA 1",2001010004,"RETIRO","1054","Av. Córdoba 827 Pisos 1º y 2º","(011) 4311-1025","","","",-34.5988873020669,-58.379008769989,"-seleccione-"
"665",50020012315991,NA,"CENTRO PRIVADO DE PSICOTERAPIAS","ESSIDT","Establecimiento de salud sin internación de diagnóstico y tratamiento","ESSDIT","Con atención médica diaria y con especialidades y/o otras profesiones",23,"Privado","Privado",2,"CABA",13,"COMUNA 13",2013010001,"BELGRANO","C1428ARD","Avenida Del Libertador 6049 1º A","(011) 4788-9600","","","",-34.5562117879489,-58.4481239318848,"-seleccione-"
"666",50020012316462,NA,"CONSULTORES OFTALMOLOGICOS","ESSIDT","Establecimiento de salud sin internación de diagnóstico y tratamiento","ESSDIT","Con atención médica diaria y con especialidades y/o otras profesiones",23,"Privado","Privado",2,"CABA",2,"COMUNA 2",2002010001,"RECOLETA","C1018ACF","Montevideo 1410 1° Piso","(011) 4815-5356","(011) 4814-4043","","",-34.5930495326322,-58.389630317688,"-seleccione-"
"667",14020012317001,NA,"CLINICA ALCLA - REHABILITACION Y RECUPERACION (D)","ESCIE","Establecimiento de salud con internación especializada en otras especialidades","ESCIE","Bajo riesgo con internación simple",23,"Privado","Privado",2,"CABA",13,"COMUNA 13",2013010003,"NUÑEZ","C1429AGV","Vuelta de Obligado 3165","(011) 4702-2444","","","",-34.5511397988472,-58.4650754928589,"-seleccione-"
"668",50020012315628,NA,"CIMO - CENTRO INTEGRAL DE MEDICINA OCULAR","ESSIDT","Establecimiento de salud sin internación de diagnóstico y tratamiento","ESSDIT","Con atención médica diaria y con especialidades y/o otras profesiones",23,"Privado","Privado",2,"CABA",5,"COMUNA 5",2005010001,"ALMAGRO","1177","Salguero 933","011-4862-0128/6257","","","",-34.5989137963031,-58.4191131591797,"-seleccione-"
"669",50020012315757,NA,"CENTRO MEDICO LARREA O.S.E.C.A.C.","ESSIDT","Establecimiento de salud sin internación de diagnóstico y tratamiento","ESSDIT","Con atención médica diaria y con especialidades y/o otras profesiones",23,"Privado","Privado",2,"CABA",3,"COMUNA 3",2003010001,"BALVANERA","1030","Larrea 244","(011) 4952-7319","","","",-34.6068970078223,-58.4020757675171,"-seleccione-"
